US,city_id,type,category,cause,deaths,pop,prop0,prop15,prop40,prop65
1,513,Small Groups,NCDs,Genitourinary diseases,53,148923,0.188,0.3,0.347,0.165
1,513,Small Groups,NCDs,Neuropsychiatric disorders,183,148923,0.188,0.3,0.347,0.165
1,513,Small Groups,NCDs,Other NCD,16,148923,0.188,0.3,0.347,0.165
1,513,Small Groups,NCDs,Respiratory diseases,128,148923,0.188,0.3,0.347,0.165
0,514,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,7214,1078922,0.267,0.411,0.237,0.085
0,514,Large Groups,Cancer,Cancer,1228,1078922,0.267,0.411,0.237,0.085
0,514,Large Groups,CMNN,CMNN,1477,1078922,0.267,0.411,0.237,0.085
0,514,Large Groups,Injuries,Homicides,51,1078922,0.267,0.411,0.237,0.085
0,514,Large Groups,Injuries,Non-violent injuries,289,1078922,0.267,0.411,0.237,0.085
0,514,Large Groups,Injuries,Suicides,117,1078922,0.267,0.411,0.237,0.085
0,514,Large Groups,NCDs,NCDs,4052,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Bladder cancer,25,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Brain and nervous system cancers,37,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Breast cancer,138,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Cervix uteri cancer,27,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Colon and rectum cancers,126,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Corpus uteri cancer,36,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Gallbladder and biliary tract cancer,53,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Kidney and ureter cancer,38,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Larynx cancer,13,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Leukaemia,39,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Liver cancer,69,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,"Lymphomas, multiple myeloma",37,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Melanoma and other skin cancers,15,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Mouth and oropharynx cancers,16,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Oesophagus cancer,33,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Other Cancer,127,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Ovary cancer,25,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Pancreas cancer,77,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Prostate cancer,84,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,Stomach cancer,57,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Cancer,"Trachea, bronchus, lung cancers",155,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,CMNN,Infectious Diseases,341,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,CMNN,Maternal Conditions,Suppressed,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,CMNN,Nutritional Conditions,64,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,CMNN,Perinatal Conditions,161,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,CMNN,Respiratory Infections,868,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,CMNN,STDs and HIV/AIDS,27,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,CMNN,Tuberculosis,11,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Injuries,Other unintentional injuries,209,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Injuries,Road traffic accidents,80,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Injuries,Suicide,117,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,Injuries,Violence,51,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,NCDs,Cardiovascular diseases,1799,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,NCDs,Cirrhosis of the liver,115,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,NCDs,Congenital anomalies,72,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,356,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,NCDs,Digestive Diseases,349,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,NCDs,Genitourinary diseases,391,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,NCDs,Neuropsychiatric disorders,185,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,NCDs,Other NCD,53,1078922,0.267,0.411,0.237,0.085
0,514,Small Groups,NCDs,Respiratory diseases,732,1078922,0.267,0.411,0.237,0.085
1,515,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,4500,431501,0.198,0.332,0.323,0.146
1,515,Large Groups,Cancer,Cancer,984,431501,0.198,0.332,0.323,0.146
1,515,Large Groups,CMNN,CMNN,289,431501,0.198,0.332,0.323,0.146
1,515,Large Groups,Injuries,Homicides,63,431501,0.198,0.332,0.323,0.146
1,515,Large Groups,Injuries,Non-violent injuries,198,431501,0.198,0.332,0.323,0.146
1,515,Large Groups,Injuries,Suicides,68,431501,0.198,0.332,0.323,0.146
1,515,Large Groups,NCDs,NCDs,2897,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Bladder cancer,23,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Brain and nervous system cancers,23,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Breast cancer,63,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Cervix uteri cancer,Suppressed,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Colon and rectum cancers,87,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Corpus uteri cancer,10,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Kidney and ureter cancer,21,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Larynx cancer,Suppressed,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Leukaemia,38,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Liver cancer,55,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,"Lymphomas, multiple myeloma",46,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Melanoma and other skin cancers,20,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Mouth and oropharynx cancers,14,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Oesophagus cancer,23,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Other Cancer,128,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Ovary cancer,20,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Pancreas cancer,57,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Prostate cancer,44,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,Stomach cancer,17,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Cancer,"Trachea, bronchus, lung cancers",274,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,CMNN,Infectious Diseases,132,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,CMNN,Maternal Conditions,Suppressed,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,CMNN,Nutritional Conditions,10,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,CMNN,Perinatal Conditions,29,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,CMNN,Respiratory Infections,88,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,CMNN,STDs and HIV/AIDS,28,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,CMNN,Tuberculosis,Suppressed,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Injuries,Other unintentional injuries,118,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Injuries,Road traffic accidents,80,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Injuries,Suicide,68,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,Injuries,Violence,63,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,NCDs,Cardiovascular diseases,1492,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,NCDs,Cirrhosis of the liver,62,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,NCDs,Congenital anomalies,17,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,196,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,NCDs,Digestive Diseases,110,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,NCDs,Genitourinary diseases,115,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,NCDs,Neuropsychiatric disorders,506,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,NCDs,Other NCD,44,431501,0.198,0.332,0.323,0.146
1,515,Small Groups,NCDs,Respiratory diseases,356,431501,0.198,0.332,0.323,0.146
1,516,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,13286,1573466,0.196,0.335,0.329,0.139
1,516,Large Groups,Cancer,Cancer,3064,1573466,0.196,0.335,0.329,0.139
1,516,Large Groups,CMNN,CMNN,673,1573466,0.196,0.335,0.329,0.139
1,516,Large Groups,Injuries,Homicides,138,1573466,0.196,0.335,0.329,0.139
1,516,Large Groups,Injuries,Non-violent injuries,823,1573466,0.196,0.335,0.329,0.139
1,516,Large Groups,Injuries,Suicides,189,1573466,0.196,0.335,0.329,0.139
1,516,Large Groups,NCDs,NCDs,8399,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Bladder cancer,79,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Brain and nervous system cancers,85,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Breast cancer,204,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Cervix uteri cancer,17,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Colon and rectum cancers,250,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Corpus uteri cancer,59,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Gallbladder and biliary tract cancer,18,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Kidney and ureter cancer,73,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Larynx cancer,19,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Leukaemia,135,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Liver cancer,117,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,"Lymphomas, multiple myeloma",181,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Melanoma and other skin cancers,52,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Mouth and oropharynx cancers,50,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Oesophagus cancer,86,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Other Cancer,407,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Ovary cancer,69,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Pancreas cancer,222,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Prostate cancer,140,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,Stomach cancer,51,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Cancer,"Trachea, bronchus, lung cancers",751,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,CMNN,Infectious Diseases,261,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,CMNN,Maternal Conditions,Suppressed,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,CMNN,Nutritional Conditions,43,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,CMNN,Perinatal Conditions,81,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,CMNN,Respiratory Infections,265,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,CMNN,STDs and HIV/AIDS,18,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,CMNN,Tuberculosis,Suppressed,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Injuries,Other unintentional injuries,688,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Injuries,Road traffic accidents,135,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Injuries,Suicide,189,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,Injuries,Violence,138,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,NCDs,Cardiovascular diseases,4009,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,NCDs,Cirrhosis of the liver,173,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,NCDs,Congenital anomalies,59,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,522,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,NCDs,Digestive Diseases,305,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,NCDs,Genitourinary diseases,360,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,NCDs,Neuropsychiatric disorders,1937,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,NCDs,Other NCD,116,1573466,0.196,0.335,0.329,0.139
1,516,Small Groups,NCDs,Respiratory diseases,918,1573466,0.196,0.335,0.329,0.139
1,517,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,1427,224085,0.16,0.458,0.265,0.117
1,517,Large Groups,Cancer,Cancer,328,224085,0.16,0.458,0.265,0.117
1,517,Large Groups,CMNN,CMNN,88,224085,0.16,0.458,0.265,0.117
1,517,Large Groups,Injuries,Homicides,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Large Groups,Injuries,Non-violent injuries,70,224085,0.16,0.458,0.265,0.117
1,517,Large Groups,Injuries,Suicides,22,224085,0.16,0.458,0.265,0.117
1,517,Large Groups,NCDs,NCDs,912,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Bladder cancer,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Brain and nervous system cancers,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Breast cancer,24,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Cervix uteri cancer,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Colon and rectum cancers,27,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Corpus uteri cancer,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Kidney and ureter cancer,10,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Larynx cancer,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Leukaemia,12,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Liver cancer,11,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,"Lymphomas, multiple myeloma",20,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Oesophagus cancer,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Other Cancer,47,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Ovary cancer,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Pancreas cancer,22,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Prostate cancer,10,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,Stomach cancer,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Cancer,"Trachea, bronchus, lung cancers",83,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,CMNN,Infectious Diseases,40,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,CMNN,Maternal Conditions,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,CMNN,Nutritional Conditions,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,CMNN,Perinatal Conditions,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,CMNN,Respiratory Infections,30,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,CMNN,STDs and HIV/AIDS,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,CMNN,Tuberculosis,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Injuries,Other unintentional injuries,49,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Injuries,Road traffic accidents,21,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Injuries,Suicide,22,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,Injuries,Violence,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,NCDs,Cardiovascular diseases,406,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,NCDs,Cirrhosis of the liver,20,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,NCDs,Congenital anomalies,Suppressed,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,59,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,NCDs,Digestive Diseases,36,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,NCDs,Genitourinary diseases,42,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,NCDs,Neuropsychiatric disorders,209,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,NCDs,Other NCD,15,224085,0.16,0.458,0.265,0.117
1,517,Small Groups,NCDs,Respiratory diseases,116,224085,0.16,0.458,0.265,0.117
0,518,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,788,146928,0.241,0.406,0.269,0.085
0,518,Large Groups,Cancer,Cancer,208,146928,0.241,0.406,0.269,0.085
0,518,Large Groups,CMNN,CMNN,82,146928,0.241,0.406,0.269,0.085
0,518,Large Groups,Injuries,Homicides,15,146928,0.241,0.406,0.269,0.085
0,518,Large Groups,Injuries,Non-violent injuries,34,146928,0.241,0.406,0.269,0.085
0,518,Large Groups,Injuries,Suicides,15,146928,0.241,0.406,0.269,0.085
0,518,Large Groups,NCDs,NCDs,433,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Bladder cancer,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Brain and nervous system cancers,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Breast cancer,18,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Cervix uteri cancer,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Colon and rectum cancers,24,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Corpus uteri cancer,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Larynx cancer,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Leukaemia,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Liver cancer,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,"Lymphomas, multiple myeloma",Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Oesophagus cancer,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Other Cancer,38,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Ovary cancer,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Pancreas cancer,12,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Prostate cancer,12,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,Stomach cancer,15,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Cancer,"Trachea, bronchus, lung cancers",22,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,CMNN,Infectious Diseases,27,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,CMNN,Maternal Conditions,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,CMNN,Nutritional Conditions,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,CMNN,Perinatal Conditions,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,CMNN,Respiratory Infections,36,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,CMNN,STDs and HIV/AIDS,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,CMNN,Tuberculosis,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Injuries,Other unintentional injuries,21,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Injuries,Road traffic accidents,13,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Injuries,Suicide,15,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,Injuries,Violence,15,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,NCDs,Cardiovascular diseases,239,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,NCDs,Cirrhosis of the liver,15,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,NCDs,Congenital anomalies,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,29,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,NCDs,Digestive Diseases,32,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,NCDs,Genitourinary diseases,24,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,NCDs,Neuropsychiatric disorders,33,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,NCDs,Other NCD,Suppressed,146928,0.241,0.406,0.269,0.085
0,518,Small Groups,NCDs,Respiratory diseases,44,146928,0.241,0.406,0.269,0.085
0,519,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,889,138388,0.257,0.399,0.258,0.086
0,519,Large Groups,Cancer,Cancer,221,138388,0.257,0.399,0.258,0.086
0,519,Large Groups,CMNN,CMNN,164,138388,0.257,0.399,0.258,0.086
0,519,Large Groups,Injuries,Homicides,17,138388,0.257,0.399,0.258,0.086
0,519,Large Groups,Injuries,Non-violent injuries,40,138388,0.257,0.399,0.258,0.086
0,519,Large Groups,Injuries,Suicides,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Large Groups,NCDs,NCDs,437,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Bladder cancer,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Brain and nervous system cancers,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Breast cancer,17,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Cervix uteri cancer,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Colon and rectum cancers,28,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Corpus uteri cancer,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Larynx cancer,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Leukaemia,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Liver cancer,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,"Lymphomas, multiple myeloma",Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Oesophagus cancer,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Other Cancer,29,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Ovary cancer,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Pancreas cancer,14,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Prostate cancer,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,Stomach cancer,14,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Cancer,"Trachea, bronchus, lung cancers",34,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,CMNN,Infectious Diseases,18,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,CMNN,Maternal Conditions,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,CMNN,Nutritional Conditions,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,CMNN,Perinatal Conditions,11,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,CMNN,Respiratory Infections,126,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,CMNN,STDs and HIV/AIDS,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,CMNN,Tuberculosis,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Injuries,Other unintentional injuries,19,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Injuries,Road traffic accidents,20,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Injuries,Suicide,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,Injuries,Violence,17,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,NCDs,Cardiovascular diseases,230,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,NCDs,Cirrhosis of the liver,12,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,NCDs,Congenital anomalies,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,29,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,NCDs,Digestive Diseases,52,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,NCDs,Genitourinary diseases,34,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,NCDs,Neuropsychiatric disorders,15,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,NCDs,Other NCD,Suppressed,138388,0.257,0.399,0.258,0.086
0,519,Small Groups,NCDs,Respiratory diseases,53,138388,0.257,0.399,0.258,0.086
1,520,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,8435,801168,0.184,0.324,0.329,0.164
1,520,Large Groups,Cancer,Cancer,1845,801168,0.184,0.324,0.329,0.164
1,520,Large Groups,CMNN,CMNN,464,801168,0.184,0.324,0.329,0.164
1,520,Large Groups,Injuries,Homicides,56,801168,0.184,0.324,0.329,0.164
